,unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value
551,874405,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202,Downtown - Heights - Slope,Annual Average 2023,2023-01-01T00:00:00.000,7.157937732
552,877115,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Annual Average 2023,2023-01-01T00:00:00.000,16.39020724
553,874366,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,Queens,Annual Average 2023,2023-01-01T00:00:00.000,6.629774049
554,874863,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,St. George and Stapleton (CD1),Annual Average 2023,2023-01-01T00:00:00.000,6.412124833
555,874851,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411,Bayside and Little Neck (CD11),Annual Average 2023,2023-01-01T00:00:00.000,6.481628694
556,874330,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204,East New York,Annual Average 2023,2023-01-01T00:00:00.000,6.78513582
557,874824,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402,Woodside and Sunnyside (CD2),Annual Average 2023,2023-01-01T00:00:00.000,7.395583107
558,877148,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Annual Average 2023,2023-01-01T00:00:00.000,14.55565297
559,877094,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Annual Average 2023,2023-01-01T00:00:00.000,21.91195919
560,874414,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Annual Average 2023,2023-01-01T00:00:00.000,6.836602443
561,877001,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Annual Average 2023,2023-01-01T00:00:00.000,18.2876131
562,877037,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Annual Average 2023,2023-01-01T00:00:00.000,16.33588174
563,877007,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Annual Average 2023,2023-01-01T00:00:00.000,17.34115089
564,874893,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303,Bedford Stuyvesant (CD3),Annual Average 2023,2023-01-01T00:00:00.000,6.948465531
565,874456,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,Annual Average 2023,2023-01-01T00:00:00.000,6.679315199
566,874639,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207,Kingsbridge Heights and Bedford (CD7),Annual Average 2023,2023-01-01T00:00:00.000,6.868584368
567,874604,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206,Belmont and East Tremont (CD6),Annual Average 2023,2023-01-01T00:00:00.000,7.00445686
568,877022,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2023,2023-01-01T00:00:00.000,16.38828037
569,877169,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2023,2023-01-01T00:00:00.000,17.04140309
570,874474,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2023,2023-01-01T00:00:00.000,7.7551795
571,874315,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2023,2023-01-01T00:00:00.000,6.474937547
572,874896,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,Bushwick (CD4),Annual Average 2023,2023-01-01T00:00:00.000,7.108952649
573,876878,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Annual Average 2023,2023-01-01T00:00:00.000,17.52685837
574,874527,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Annual Average 2023,2023-01-01T00:00:00.000,8.076197121
575,874533,365,Fine particles (PM 2.5),Mean,mcg/m3,Citywide,1,New York City,Annual Average 2023,2023-01-01T00:00:00.000,6.659279692
576,877100,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Annual Average 2023,2023-01-01T00:00:00.000,22.93707442
577,874581,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Annual Average 2023,2023-01-01T00:00:00.000,6.873842959
578,874539,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504,Southern SI,Annual Average 2023,2023-01-01T00:00:00.000,6.181403822
579,877238,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2023,2023-01-01T00:00:00.000,15.110238
580,877004,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Annual Average 2023,2023-01-01T00:00:00.000,16.98747135
581,874584,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,303,East Harlem,Annual Average 2023,2023-01-01T00:00:00.000,6.902077131
582,874911,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2023,2023-01-01T00:00:00.000,6.607931748
583,874845,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,409,Kew Gardens and Woodhaven (CD9),Annual Average 2023,2023-01-01T00:00:00.000,6.69617719
584,874592,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Annual Average 2023,2023-01-01T00:00:00.000,7.398307426
585,874590,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301,Washington Heights,Annual Average 2023,2023-01-01T00:00:00.000,6.983802487
586,877058,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Annual Average 2023,2023-01-01T00:00:00.000,15.43233772
587,877151,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Annual Average 2023,2023-01-01T00:00:00.000,16.35206527
588,874453,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404,Bayside - Little Neck,Annual Average 2023,2023-01-01T00:00:00.000,6.483274289
589,874339,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Annual Average 2023,2023-01-01T00:00:00.000,7.360784329
590,874506,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,109,Morningside Heights and Hamilton Heights (CD9),Annual Average 2023,2023-01-01T00:00:00.000,6.9373114319999996
591,876887,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2023,2023-01-01T00:00:00.000,16.98747135
592,874480,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Annual Average 2023,2023-01-01T00:00:00.000,6.983049971
593,874890,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2023,2023-01-01T00:00:00.000,7.154167222
594,874809,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Annual Average 2023,2023-01-01T00:00:00.000,6.348332281
595,874503,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Annual Average 2023,2023-01-01T00:00:00.000,6.90482808
596,874390,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Annual Average 2023,2023-01-01T00:00:00.000,6.575114657
597,874360,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Annual Average 2023,2023-01-01T00:00:00.000,6.800834953
598,877157,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Annual Average 2023,2023-01-01T00:00:00.000,14.84932053
599,876845,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2023,2023-01-01T00:00:00.000,15.75835985
600,877184,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2023,2023-01-01T00:00:00.000,16.9515928
601,876866,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Annual Average 2023,2023-01-01T00:00:00.000,15.00464812
602,874384,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2023,2023-01-01T00:00:00.000,6.474937547
603,874818,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Annual Average 2023,2023-01-01T00:00:00.000,6.397138835
604,877247,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Annual Average 2023,2023-01-01T00:00:00.000,14.91951698
605,877091,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),Annual Average 2023,2023-01-01T00:00:00.000,21.92361049
606,877028,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Annual Average 2023,2023-01-01T00:00:00.000,18.15983736
607,877223,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Annual Average 2023,2023-01-01T00:00:00.000,16.80409571
608,876980,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Annual Average 2023,2023-01-01T00:00:00.000,12.776213
609,874920,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,312,Borough Park (CD12),Annual Average 2023,2023-01-01T00:00:00.000,6.619159313
610,874536,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,South Bronx,Annual Average 2023,2023-01-01T00:00:00.000,7.041579913
611,874399,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,Annual Average 2023,2023-01-01T00:00:00.000,6.78513582
612,876926,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Annual Average 2023,2023-01-01T00:00:00.000,18.98075633
613,874509,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,Upper East Side (CD8),Annual Average 2023,2023-01-01T00:00:00.000,6.991796515
614,877073,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2023,2023-01-01T00:00:00.000,19.79711715
615,877196,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Annual Average 2023,2023-01-01T00:00:00.000,16.53085171
616,874875,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,209,Parkchester and Soundview (CD9),Annual Average 2023,2023-01-01T00:00:00.000,6.95247031
617,877226,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Annual Average 2023,2023-01-01T00:00:00.000,17.73760296
618,874827,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,Jackson Heights (CD3),Annual Average 2023,2023-01-01T00:00:00.000,6.794220399
619,874459,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,402,West Queens,Annual Average 2023,2023-01-01T00:00:00.000,7.068291669
620,876968,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Annual Average 2023,2023-01-01T00:00:00.000,14.68926316
621,876875,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Annual Average 2023,2023-01-01T00:00:00.000,17.0841194
622,877025,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Annual Average 2023,2023-01-01T00:00:00.000,13.9507122
623,877193,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2023,2023-01-01T00:00:00.000,15.53192342
624,874342,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107,Hunts Point - Mott Haven,Annual Average 2023,2023-01-01T00:00:00.000,7.159500847
625,876932,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2023,2023-01-01T00:00:00.000,23.59502328
626,877205,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Annual Average 2023,2023-01-01T00:00:00.000,14.09699289
627,874833,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2023,2023-01-01T00:00:00.000,6.938860906
628,876935,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Annual Average 2023,2023-01-01T00:00:00.000,22.06564052
629,877109,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Annual Average 2023,2023-01-01T00:00:00.000,18.4344396
630,874447,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Annual Average 2023,2023-01-01T00:00:00.000,6.458741628
631,874578,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,Long Island City - Astoria,Annual Average 2023,2023-01-01T00:00:00.000,7.254343634
632,874587,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,302,Central Harlem - Morningside Heights,Annual Average 2023,2023-01-01T00:00:00.000,6.918874416
633,876860,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Annual Average 2023,2023-01-01T00:00:00.000,14.61424758
634,877112,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Annual Average 2023,2023-01-01T00:00:00.000,19.05050224
635,874848,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2023,2023-01-01T00:00:00.000,6.406497953
636,877127,375,Nitrogen dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Annual Average 2023,2023-01-01T00:00:00.000,17.71582761
637,877265,375,Nitrogen dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Annual Average 2023,2023-01-01T00:00:00.000,10.33265438
638,877061,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Annual Average 2023,2023-01-01T00:00:00.000,14.68916203
639,874806,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,314,Flatbush and Midwood (CD14),Annual Average 2023,2023-01-01T00:00:00.000,6.529592865
640,876869,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Annual Average 2023,2023-01-01T00:00:00.000,15.56944138
641,874595,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203,Morrisania and Crotona (CD3),Annual Average 2023,2023-01-01T00:00:00.000,7.047626594
642,874321,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Annual Average 2023,2023-01-01T00:00:00.000,6.575114657
643,877250,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2023,2023-01-01T00:00:00.000,15.38690275
644,876896,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Annual Average 2023,2023-01-01T00:00:00.000,16.34559611
645,877220,375,Nitrogen dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Annual Average 2023,2023-01-01T00:00:00.000,19.85831015
646,874866,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502,South Beach and Willowbrook (CD2),Annual Average 2023,2023-01-01T00:00:00.000,6.253619748
647,874908,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2023,2023-01-01T00:00:00.000,6.920418972
648,874548,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2023,2023-01-01T00:00:00.000,7.440591798
649,877253,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2023,2023-01-01T00:00:00.000,14.84317832
650,874381,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210,Coney Island - Sheepshead Bay,Annual Average 2023,2023-01-01T00:00:00.000,6.353517613
651,877235,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Annual Average 2023,2023-01-01T00:00:00.000,15.40700654
652,877010,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Annual Average 2023,2023-01-01T00:00:00.000,19.113309
653,874542,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Annual Average 2023,2023-01-01T00:00:00.000,6.367702783
654,876974,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Annual Average 2023,2023-01-01T00:00:00.000,16.2770395
655,876965,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Annual Average 2023,2023-01-01T00:00:00.000,15.43229844
656,877088,375,Nitrogen dioxide (NO2),Mean,ppb,Citywide,1,New York City,Annual Average 2023,2023-01-01T00:00:00.000,15.51087278
657,874839,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407,Flushing and Whitestone (CD7),Annual Average 2023,2023-01-01T00:00:00.000,6.694997318
658,874557,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410,Rockaways,Annual Average 2023,2023-01-01T00:00:00.000,6.126453405
659,874411,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,Annual Average 2023,2023-01-01T00:00:00.000,6.882374275
660,876890,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Annual Average 2023,2023-01-01T00:00:00.000,17.34115089
661,874387,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,Annual Average 2023,2023-01-01T00:00:00.000,6.421526367
662,876938,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Annual Average 2023,2023-01-01T00:00:00.000,18.96783053
663,877076,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2023,2023-01-01T00:00:00.000,15.04427297
664,876905,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2023,2023-01-01T00:00:00.000,16.38828037
665,874572,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,Annual Average 2023,2023-01-01T00:00:00.000,6.679289698
666,874489,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2023,2023-01-01T00:00:00.000,6.918861081
667,876944,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Annual Average 2023,2023-01-01T00:00:00.000,18.41015665
668,877166,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2023,2023-01-01T00:00:00.000,18.53025849
669,876947,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Annual Average 2023,2023-01-01T00:00:00.000,18.4099093
670,874917,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Annual Average 2023,2023-01-01T00:00:00.000,6.442117397
671,877130,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Annual Average 2023,2023-01-01T00:00:00.000,18.29599911
672,877187,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2023,2023-01-01T00:00:00.000,16.06925449
673,874551,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,306308,Chelsea-Village,Annual Average 2023,2023-01-01T00:00:00.000,8.017380994
674,877163,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Annual Average 2023,2023-01-01T00:00:00.000,19.3591317
675,874815,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Annual Average 2023,2023-01-01T00:00:00.000,6.636863737
676,877259,375,Nitrogen dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),Annual Average 2023,2023-01-01T00:00:00.000,16.60612272
677,874524,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2023,2023-01-01T00:00:00.000,7.353321242
678,876986,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Annual Average 2023,2023-01-01T00:00:00.000,14.61424758
679,874420,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101,Kingsbridge - Riverdale,Annual Average 2023,2023-01-01T00:00:00.000,6.800834953
680,877139,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Annual Average 2023,2023-01-01T00:00:00.000,17.2275126
681,877106,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2023,2023-01-01T00:00:00.000,21.89410171
682,874836,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2023,2023-01-01T00:00:00.000,6.569370022
683,877055,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407,Southwest Queens,Annual Average 2023,2023-01-01T00:00:00.000,15.32921165
684,877241,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Annual Average 2023,2023-01-01T00:00:00.000,16.19117898
685,877082,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504,Southern SI,Annual Average 2023,2023-01-01T00:00:00.000,11.32094611
686,874444,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Annual Average 2023,2023-01-01T00:00:00.000,6.516343941
687,877079,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Annual Average 2023,2023-01-01T00:00:00.000,16.02866665
688,874812,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Annual Average 2023,2023-01-01T00:00:00.000,6.754091415
689,874842,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2023,2023-01-01T00:00:00.000,6.464206042
690,876902,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Annual Average 2023,2023-01-01T00:00:00.000,14.86254075
691,874601,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205,Fordham and University Heights (CD5),Annual Average 2023,2023-01-01T00:00:00.000,6.896787389
692,877049,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Annual Average 2023,2023-01-01T00:00:00.000,15.32958272
693,877229,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2023,2023-01-01T00:00:00.000,17.62143341
694,876863,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Annual Average 2023,2023-01-01T00:00:00.000,14.48039862
695,874441,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,Jamaica,Annual Average 2023,2023-01-01T00:00:00.000,6.589261584
696,877085,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Annual Average 2023,2023-01-01T00:00:00.000,17.32567467
697,874471,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Annual Average 2023,2023-01-01T00:00:00.000,7.89977574
698,876956,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Annual Average 2023,2023-01-01T00:00:00.000,16.73212203
699,877208,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Annual Average 2023,2023-01-01T00:00:00.000,17.43709819
700,874914,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2023,2023-01-01T00:00:00.000,6.603554291
701,877160,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2023,2023-01-01T00:00:00.000,14.37432322
702,877217,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Annual Average 2023,2023-01-01T00:00:00.000,17.04080865
703,876911,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Annual Average 2023,2023-01-01T00:00:00.000,18.15983736
704,874902,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2023,2023-01-01T00:00:00.000,7.163769986
705,874501,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Winter 2022-23,2022-12-01T00:00:00.000,6.613041719
706,877207,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Winter 2022-23,2022-12-01T00:00:00.000,18.26300034
707,874552,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,Winter 2022-23,2022-12-01T00:00:00.000,7.263107752
708,877048,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Winter 2022-23,2022-12-01T00:00:00.000,22.48203662
709,874573,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,402,West Queens,Winter 2022-23,2022-12-01T00:00:00.000,6.665068392
710,874343,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106,High Bridge - Morrisania,Winter 2022-23,2022-12-01T00:00:00.000,6.537183143
711,874451,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404,Bayside - Little Neck,Winter 2022-23,2022-12-01T00:00:00.000,5.86387523
712,874439,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,Jamaica,Winter 2022-23,2022-12-01T00:00:00.000,5.936789674
713,877033,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Winter 2022-23,2022-12-01T00:00:00.000,20.95314323
714,874415,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102,Northeast Bronx,Winter 2022-23,2022-12-01T00:00:00.000,6.539488972
715,874316,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,Winter 2022-23,2022-12-01T00:00:00.000,5.843269135
716,877042,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2022-23,2022-12-01T00:00:00.000,21.4349848
717,877210,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Winter 2022-23,2022-12-01T00:00:00.000,23.41915303
718,876913,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Winter 2022-23,2022-12-01T00:00:00.000,23.81074216
719,874421,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504,South Beach - Tottenville,Winter 2022-23,2022-12-01T00:00:00.000,5.33923052
720,874558,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409,Southeast Queens,Winter 2022-23,2022-12-01T00:00:00.000,5.617697449
721,874498,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,111,East Harlem (CD11),Winter 2022-23,2022-12-01T00:00:00.000,6.53678612
722,877096,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Winter 2022-23,2022-12-01T00:00:00.000,24.08885835
723,874427,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502,Stapleton - St. George,Winter 2022-23,2022-12-01T00:00:00.000,5.669842283
724,874448,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Winter 2022-23,2022-12-01T00:00:00.000,6.26223548
725,874641,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207,Kingsbridge Heights and Bedford (CD7),Winter 2022-23,2022-12-01T00:00:00.000,6.659692586
726,874484,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Winter 2022-23,2022-12-01T00:00:00.000,6.519113142
